time-stamp,java-file,seed,smt-result,error-message,smt-time,total-time,data-nodes,ctrl-nodes,mem-nodes
2026-05-26 16:06:32.763228737 UTC,Test223.java,17076964870939974463,Unsat,,0.025844631s,0.28933323s,115,28,2
2026-05-26 16:06:38.882314757 UTC,Test224.java,15769793885652439301,Unsat,,0.011546932s,0.035008576s,21,4,2
2026-05-26 16:06:43.951760129 UTC,Test225.java,10859591343888241489,Unsat,,0.014395038s,0.051486102s,36,4,2
2026-05-26 16:06:49.162923185 UTC,Test226.java,3988672733216957,Unknown,timeout,46.309131686s,46.456649258s,148,20,2
2026-05-26 16:07:41.065597205 UTC,Test227.java,10523861971051779201,Unsat,,0.02085463s,0.113963513s,89,12,2
2026-05-26 16:07:46.691140584 UTC,Test228.java,5028805495402998663,Unsat,,0.013588106s,0.041976503s,22,4,2
2026-05-26 16:07:51.984154838 UTC,Test229.java,14278937884371053237,Unsat,,25.977016351s,26.134979936s,124,36,2
2026-05-26 16:08:23.625261465 UTC,Test230.java,1908866392012002726,Unknown,timeout,45.560557582s,45.671648568s,103,32,11
2026-05-26 16:09:14.947959034 UTC,Test231.java,16218646949981865254,Unsat,,6.767905325s,6.853201603s,88,16,9
2026-05-26 16:09:26.906866917 UTC,Test232.java,14850818819604180153,Unsat,,0.026403154s,0.290616055s,165,72,19
2026-05-26 16:09:32.779030256 UTC,Test233.java,2451635106673184358,Unsat,,0.018529175s,0.067680101s,56,4,2
2026-05-26 16:09:37.714411538 UTC,Test234.java,13027076260600394419,Unknown,timeout,46.319773774s,46.52680777s,154,45,9
2026-05-26 16:10:29.747177655 UTC,Test235.java,11859208608464120231,Unsat,,0.027572461s,0.211813938s,119,56,16
2026-05-26 16:10:35.465121336 UTC,Test236.java,6014805891996104688,Unsat,,0.021216051s,0.119408954s,87,20,2
2026-05-26 16:10:40.886076881 UTC,Test237.java,11463870728672924829,Unsat,,0.016045074s,0.074741859s,61,12,2
2026-05-26 16:10:46.374998173 UTC,Test238.java,16120345192144388905,Unsat,,0.020624305s,0.140995732s,89,28,2
2026-05-26 16:10:51.971321133 UTC,Test239.java,4795649139996635463,Unsat,,0.026272089s,0.179540761s,131,28,2
2026-05-26 16:10:57.584165527 UTC,Test240.java,12774338194138279177,Unsat,,0.018644815s,0.085251513s,74,12,4
2026-05-26 16:11:03.055671928 UTC,Test241.java,14480584639093494138,Unsat,,0.031624396s,0.183327375s,147,32,2
2026-05-26 16:11:08.724351437 UTC,Test242.java,15773930937463972036,Unsat,,0.019072077s,0.11629561s,87,20,4
2026-05-26 16:11:14.375245123 UTC,Test243.java,1817329221105838043,Unsat,,0.019804294s,0.121259314s,93,20,2
2026-05-26 16:11:20.141616776 UTC,Test244.java,5458320375411131856,Unsat,,0.011859231s,0.051459806s,40,16,7
2026-05-26 16:11:25.311425475 UTC,Test245.java,1986238836258715310,Unsat,,0.025746725s,0.173806035s,124,32,6
2026-05-26 16:11:30.95612288 UTC,Test246.java,16733982978151493737,Unsat,,0.022122729s,0.155711215s,119,20,4
2026-05-26 16:11:36.485938851 UTC,Test247.java,15507106697572668491,Unsat,,0.025982903s,0.320922777s,124,32,6
2026-05-26 16:11:42.3574236 UTC,Test248.java,4352853368899770728,Unsat,,0.02745545s,0.231052391s,160,36,8
2026-05-26 16:11:48.087733362 UTC,Test249.java,6746253052936182368,Unsat,,0.527076187s,0.674811031s,137,28,14
2026-05-26 16:11:54.167403641 UTC,Test250.java,17908830272563491244,Unsat,,0.019836937s,0.181040141s,83,20,4
2026-05-26 16:11:59.94775736 UTC,Test251.java,3157031340293084230,VerificationError,"IfTrue: expected one successor but got: 2",0s,0.175953772s,171,29,2
2026-05-26 16:12:05.684712842 UTC,Test252.java,11629922776241269434,Unsat,,0.014547308s,0.054234751s,34,4,2
2026-05-26 16:12:10.661806452 UTC,Test253.java,8872253430742369000,Unsat,,0.01178693s,0.078301343s,14,12,3
2026-05-26 16:12:15.935190228 UTC,Test254.java,17734800722398118966,Unsat,,0.277568533s,0.455072662s,79,24,3
2026-05-26 16:12:21.642937796 UTC,Test255.java,11627533737956678313,Unsat,,0.029298085s,0.208184814s,148,32,12
2026-05-26 16:12:27.263309706 UTC,Test256.java,17835615794318053351,Unsat,,44.474670467s,44.51719269s,42,4,2
2026-05-26 16:13:16.742556035 UTC,Test257.java,7394016037460440924,Unsat,,0.018817248s,0.127710112s,91,20,2
2026-05-26 16:13:22.474342451 UTC,Test258.java,17142027101414920634,Unsat,,0.013141356s,0.09694491s,37,16,4
2026-05-26 16:13:27.93870133 UTC,Test259.java,2319986309926538113,Unsat,,0.031042471s,0.188569647s,132,44,5
2026-05-26 16:13:33.665673958 UTC,Test260.java,5470421458863209575,Unknown,timeout,47.585636423s,48.201299547s,236,88,7
2026-05-26 16:14:27.596247109 UTC,Test261.java,13044780887398644951,Unsat,,36.43558367s,36.562050277s,122,28,3
2026-05-26 16:15:09.844038314 UTC,Test262.java,5429876879797490805,Unsat,,0.025097618s,0.154589697s,114,28,2
2026-05-26 16:15:15.664050139 UTC,Test263.java,4857214412846167565,Unsat,,0.026073155s,0.095992977s,67,12,2
2026-05-26 16:15:21.458884762 UTC,Test264.java,14860286904759302140,Unsat,,0.031043074s,0.23146703s,141,40,16
2026-05-26 16:15:27.528851674 UTC,Test265.java,10402923924711932770,Unsat,,42.616782318s,42.831616505s,143,44,19
2026-05-26 16:16:17.876822998 UTC,Test266.java,6508697708098412290,Unsat,,0.021948527s,0.137473551s,107,20,2
2026-05-26 16:16:23.491871341 UTC,Test267.java,7263016137623099725,Unknown,timeout,46.629551389s,46.764978558s,127,20,2
2026-05-26 16:17:15.89489901 UTC,Test268.java,15199984186422860522,Unsat,,0.030223629s,0.135935434s,80,44,5
2026-05-26 16:17:21.634093732 UTC,Test269.java,10317393516552154457,Unsat,,0.018687537s,0.100946001s,85,12,2
2026-05-26 16:17:27.267194992 UTC,Test270.java,13807650889143325878,Unsat,,0.02555482s,0.435726346s,129,44,2
2026-05-26 16:17:33.511989164 UTC,Test271.java,5565440739551905708,Unsat,,0.0116057s,0.031993411s,13,4,2
2026-05-26 16:17:38.684183193 UTC,Test272.java,13822186684530335320,Unsat,,0.438327986s,0.602858097s,146,28,2
2026-05-26 16:17:44.852915637 UTC,Test273.java,7341679347967357070,Unknown,timeout,45.507926178s,45.633473161s,140,29,6
2026-05-26 16:18:36.066358449 UTC,Test274.java,16118668691227006432,Unsat,,0.020384672s,0.10713121s,70,32,5
2026-05-26 16:18:41.605527889 UTC,Test275.java,14691956965876238009,Unsat,,0.031670189s,0.301429815s,106,52,7
2026-05-26 16:18:47.769550428 UTC,Test276.java,12515227817211260631,Unknown,timeout,46.148057788s,46.325012804s,152,36,2
2026-05-26 16:19:39.635374819 UTC,Test277.java,14307041327425322859,Unsat,,0.024845825s,0.178189081s,151,28,2
2026-05-26 16:19:45.247440072 UTC,Test278.java,2001856959273096174,Unknown,timeout,45.705316468s,45.790786365s,86,12,2
2026-05-26 16:20:36.166405627 UTC,Test279.java,9850233394654418963,Unsat,,0.011539137s,0.072424382s,6,4,2
2026-05-26 16:20:41.66130904 UTC,Test280.java,965824131888958381,Unsat,,0.021921999s,0.125984191s,105,20,2
2026-05-26 16:20:47.315967823 UTC,Test281.java,11726271550570518840,Unknown,timeout,45.937184707s,46.398778678s,182,60,17
2026-05-26 16:21:39.488653237 UTC,Test282.java,7588391539997452221,Unknown,timeout,46.301535982s,46.518336641s,176,52,10
2026-05-26 16:22:31.84295406 UTC,Test283.java,4990351829617647259,Unsat,,0.019940281s,0.099881628s,95,12,2
2026-05-26 16:22:37.48459896 UTC,Test284.java,5886005210283515585,Unknown,timeout,47.451297703s,47.819673179s,277,64,19
2026-05-26 16:23:31.026191327 UTC,Test285.java,1712350301053399621,Unsat,,0.015147638s,0.067206613s,62,12,2
2026-05-26 16:23:36.546349047 UTC,Test286.java,7587298561129689506,Unsat,,0.017287937s,0.08434248s,63,12,2
2026-05-26 16:23:41.632896358 UTC,Test287.java,1612966915365106954,Unsat,,0.01163088s,0.056710977s,4,4,2
2026-05-26 16:23:46.911871957 UTC,Test288.java,5220669649926568160,Unknown,timeout,45.934830727s,46.033878059s,105,20,4
2026-05-26 16:24:38.338295214 UTC,Test289.java,4046369655685610547,Unsat,,0.02008007s,0.122611293s,101,28,2
2026-05-26 16:24:43.850543746 UTC,Test290.java,2703956047306267207,Unsat,,0.284627752s,0.52625745s,85,35,16
2026-05-26 16:24:49.599601943 UTC,Test291.java,1778708373544688652,Unsat,,0.012966816s,0.037525957s,14,4,2
2026-05-26 16:24:54.790343527 UTC,Test292.java,2548011902055009079,Unknown,timeout,46.087796608s,46.355412131s,234,89,25
2026-05-26 16:25:46.787587261 UTC,Test293.java,14834184357337795286,Unsat,,0.011417831s,0.031234451s,2,4,2
2026-05-26 16:25:51.924195715 UTC,Test294.java,5056887243524702969,Unknown,timeout,46.258881846s,47.227521496s,267,117,42
2026-05-26 16:26:44.976003701 UTC,Test295.java,5458103140401164712,Unsat,,0.019043619s,0.117202728s,87,28,2
2026-05-26 16:26:50.501731303 UTC,Test296.java,14830450452520454579,Unsat,,0.011427536s,0.031459537s,10,4,2
2026-05-26 16:26:55.571093295 UTC,Test297.java,18102957308779221302,Unsat,,0.02237912s,0.13135862s,110,12,4
2026-05-26 16:27:01.248393333 UTC,Test298.java,10661978955339813542,Unsat,,0.014411269s,0.041424263s,20,4,2
2026-05-26 16:27:06.479082034 UTC,Test299.java,6161785349297406314,Unsat,,6.305332551s,6.392172014s,87,12,2
2026-05-26 16:27:17.96160227 UTC,Test300.java,7511790315027939035,Unsat,,0.01670281s,0.079041962s,70,16,8
2026-05-26 16:27:23.0676288 UTC,Test301.java,18379231417576420419,Unsat,,0.043550528s,0.766832525s,240,52,4
2026-05-26 16:27:29.450209083 UTC,Test302.java,142644383008506348,Unsat,,0.024153559s,0.148333101s,89,28,6
2026-05-26 16:27:35.116101186 UTC,Test303.java,10587423281723724370,Unsat,,0.017888031s,0.11334391s,68,20,3
2026-05-26 16:27:40.702185933 UTC,Test304.java,15023078060138669502,Unsat,,0.016946608s,0.087520328s,59,12,2
2026-05-26 16:27:46.281084089 UTC,Test305.java,109577809620804234,Unknown,timeout,46.223929483s,46.54476807s,137,20,4
2026-05-26 16:28:38.611076783 UTC,Test306.java,9494524897265732200,Unsat,,0.020277447s,0.12669008s,83,20,2
2026-05-26 16:28:44.346052096 UTC,Test307.java,17760343295289298328,Unknown,timeout,46.468381269s,46.600840746s,141,20,2
2026-05-26 16:29:36.693377685 UTC,Test308.java,8722681324700518928,Unsat,,0.027157001s,0.225659365s,125,52,11
2026-05-26 16:29:42.715673361 UTC,Test309.java,14357384385764711569,Unsat,,0.020808012s,0.109255778s,76,12,2
2026-05-26 16:29:48.542539772 UTC,Test310.java,16470014035815447838,Unsat,,0.034720035s,0.526218779s,188,72,3
2026-05-26 16:29:54.917289162 UTC,Test311.java,13954621520843834487,Unsat,,0.01239987s,0.075680454s,55,19,7
2026-05-26 16:30:00.172611451 UTC,Test312.java,2584879102833786734,Unsat,,3.904755317s,4.022046879s,137,31,7
2026-05-26 16:30:09.963656037 UTC,Test313.java,7144507040148646992,Unsat,,0.02723609s,0.151867362s,79,52,8
2026-05-26 16:30:15.758411133 UTC,Test314.java,5657040284753507137,Unsat,,0.016877096s,0.059703182s,34,4,2
2026-05-26 16:30:20.8246979 UTC,Test315.java,18035195274946732440,Unsat,,0.025856998s,0.156970922s,112,32,11
2026-05-26 16:30:26.438496895 UTC,Test316.java,10768215966586793496,Unsat,,0.014807461s,0.064043676s,56,4,2
2026-05-26 16:30:31.554983645 UTC,Test317.java,13497906369252279823,Unknown,timeout,45.694992601s,45.803022803s,122,32,5
2026-05-26 16:31:22.785337172 UTC,Test318.java,4646415495474815690,Unsat,,0.0146489s,0.048814434s,34,4,2
2026-05-26 16:31:28.010674177 UTC,Test319.java,8458867794143630056,Unsat,,0.424570315s,0.868833426s,155,64,5
2026-05-26 16:31:34.535982474 UTC,Test320.java,11519178844516305557,Unsat,,14.553642408s,14.605844743s,54,24,5
2026-05-26 16:31:54.233919399 UTC,Test321.java,15574982037687872668,Unsat,,6.649229696s,7.017274958s,133,56,13
2026-05-26 16:32:07.003363925 UTC,Test322.java,12200948211273090960,Unsat,,0.027372083s,0.208833191s,118,65,9
2026-05-26 16:32:12.719192163 UTC,Test323.java,16741798590918566963,Unknown,timeout,45.811864786s,45.938765445s,107,36,5
2026-05-26 16:33:04.192917556 UTC,Test324.java,5574358852786214965,Unsat,,0.023945639s,0.143459375s,101,28,2
2026-05-26 16:33:10.002674261 UTC,Test325.java,17798894489625261376,Unsat,,0.02331504s,0.284420627s,100,28,8
2026-05-26 16:33:15.949777516 UTC,Test326.java,10977162391698173376,Unsat,,0.01682683s,0.070574941s,55,12,4
2026-05-26 16:33:21.377338998 UTC,Test327.java,5638958916599180410,Unsat,,0.016252495s,0.070145222s,64,4,2
2026-05-26 16:33:26.644369469 UTC,Test328.java,14368925303374727151,Unsat,,0.026778689s,0.346684246s,116,36,2
2026-05-26 16:33:32.764419507 UTC,Test329.java,7960328359771174527,Unsat,,0.013768601s,0.059774453s,54,8,2
2026-05-26 16:33:38.011129 UTC,Test330.java,10708047252489089967,Unsat,,0.017071049s,0.096013239s,69,12,2
2026-05-26 16:33:43.47002718 UTC,Test331.java,10840957675916898903,Unsat,,0.022503205s,0.162976638s,119,20,2
2026-05-26 16:33:49.133933554 UTC,Test332.java,4655702588861190800,Unsat,,0.024252799s,0.187260866s,135,57,12
2026-05-26 16:33:54.856176623 UTC,Test333.java,15475783953262831467,Unsat,,0.01263884s,0.075808057s,18,4,2
2026-05-26 16:34:00.238456606 UTC,Test334.java,2385523568786931407,Unsat,,0.025189296s,0.126663812s,95,12,2
2026-05-26 16:34:05.958727489 UTC,Test335.java,8524278567098262388,Unsat,,0.015536451s,0.068728821s,51,12,4
2026-05-26 16:34:11.507774638 UTC,Test336.java,14654541428261760778,Unsat,,30.780792721s,30.973744013s,136,46,10
2026-05-26 16:34:48.159633993 UTC,Test337.java,2700803129792134929,Unsat,,0.035841208s,0.233951304s,170,52,12
2026-05-26 16:34:54.15473688 UTC,Test338.java,8346062049144197232,Unsat,,0.011694953s,0.059073289s,46,20,6
2026-05-26 16:34:59.508915412 UTC,Test339.java,9173858779595051874,Unsat,,0.033650464s,0.235012358s,167,46,10
2026-05-26 16:35:05.330538917 UTC,Test340.java,7111642674578401125,Unsat,,10.520172864s,10.726018617s,136,72,21
2026-05-26 16:35:21.652318842 UTC,Test341.java,15060481367054585115,Unsat,,0.018484216s,0.142948847s,91,20,8
2026-05-26 16:35:27.433661836 UTC,Test342.java,15528946569008368889,Unknown,timeout,45.660287829s,45.763806755s,88,24,2
2026-05-26 16:36:18.933377768 UTC,Test343.java,11477002795905423664,Unsat,,0.020591757s,0.119172844s,88,12,2
2026-05-26 16:36:24.899846215 UTC,Test344.java,9115174622949482252,Unsat,,0.025384617s,0.309120731s,115,28,2
2026-05-26 16:36:31.116435899 UTC,Test345.java,10038055778153734240,Unsat,,0.029350494s,0.401344791s,139,52,7
2026-05-26 16:36:37.448426641 UTC,Test346.java,15055312188678372104,Unsat,,0.018520364s,0.098182142s,67,24,5
2026-05-26 16:36:43.253931422 UTC,Test347.java,8885659635829956250,Unsat,,0.528955908s,0.693613237s,170,36,12
2026-05-26 16:36:49.70434396 UTC,Test348.java,16859200358773060071,Unsat,,0.018060841s,0.095034932s,85,12,2
2026-05-26 16:36:55.439415743 UTC,Test349.java,2845368618834664581,Unsat,,0.019690044s,0.122152295s,99,20,2
2026-05-26 16:37:00.959546314 UTC,Test350.java,1066935703631519508,Unsat,,0.017222976s,0.060492032s,50,4,2
2026-05-26 16:37:06.238719159 UTC,Test351.java,15592209915689469179,Unsat,,0.023443938s,0.185000173s,109,28,4
2026-05-26 16:37:12.133035434 UTC,Test352.java,12825247805830435967,Unsat,,0.013926318s,0.053707552s,31,4,2
2026-05-26 16:37:17.255646779 UTC,Test353.java,8923814788347104733,Unsat,,0.01980362s,0.106648665s,85,20,2
2026-05-26 16:37:22.705428729 UTC,Test354.java,12206400859394396908,Unsat,,1.463737841s,1.581186117s,121,36,8
2026-05-26 16:37:29.616349572 UTC,Test355.java,9660613088827824243,Unknown,timeout,45.704441533s,45.823479123s,110,20,2
2026-05-26 16:38:20.501072218 UTC,Test356.java,5079628635473639211,Unsat,,0.022283106s,0.135353432s,99,20,4
2026-05-26 16:38:26.096674949 UTC,Test357.java,5470216256611931456,Unsat,,0.019842011s,0.200761605s,121,53,11
2026-05-26 16:38:32.035980105 UTC,Test358.java,6918853815188952032,Unsat,,9.070241067s,9.406507325s,118,56,8
2026-05-26 16:38:47.132004286 UTC,Test359.java,11943503856478147552,Unsat,,0.011418001s,0.080214719s,27,8,2
2026-05-26 16:38:52.623665381 UTC,Test360.java,7944638815096435809,Unsat,,0.018027998s,0.105135988s,110,16,2
2026-05-26 16:38:57.850397753 UTC,Test361.java,13470838550905239563,Unsat,,0.018197282s,0.099449359s,81,20,2
2026-05-26 16:39:03.396786181 UTC,Test362.java,14159856999106544342,Unsat,,0.018238909s,0.111755217s,97,20,2
2026-05-26 16:39:08.863630626 UTC,Test363.java,1989085765782655892,Unsat,,4.103100019s,4.792139748s,234,88,16
2026-05-26 16:39:19.530565783 UTC,Test364.java,4643694559427008876,Unsat,,0.017224884s,0.073338933s,57,12,2
2026-05-26 16:39:25.096724111 UTC,Test365.java,6465855107265025343,Unsat,,2.217963172s,2.261883115s,37,8,4
2026-05-26 16:39:32.403154949 UTC,Test366.java,11221952017609399992,Unknown,timeout,45.867801031s,46.012207056s,117,12,4
2026-05-26 16:40:23.784672194 UTC,Test367.java,739751967144705991,Unsat,,0.012532418s,0.079002981s,60,12,7
2026-05-26 16:40:28.969901003 UTC,Test368.java,17081267559851393841,Unsat,,0.01811222s,0.081778299s,56,4,2
2026-05-26 16:40:34.244806898 UTC,Test369.java,1453157221749424642,Unsat,,0.018068597s,0.096344253s,69,12,2
2026-05-26 16:40:39.811081232 UTC,Test370.java,7811964129836621973,Unknown,timeout,45.867017367s,46.00973698s,132,40,8
2026-05-26 16:41:31.367350728 UTC,Test371.java,5629740879461718570,Unknown,timeout,45.800021547s,45.899277158s,87,12,2
2026-05-26 16:42:22.759711207 UTC,Test372.java,9512957078399009313,Unsat,,0.018474314s,0.102769532s,72,12,5
2026-05-26 16:42:37.023159183 UTC,Test373.java,8617258949301292938,Unsat,,0.013758703s,0.060308305s,51,24,9
2026-05-26 16:42:42.341728747 UTC,Test374.java,16057258569483683768,Unsat,,0.015109393s,0.047281917s,20,4,2
2026-05-26 16:42:47.667965492 UTC,Test375.java,8468710114571143424,Unsat,,0.018467473s,0.101415609s,47,12,4
2026-05-26 16:42:53.469152072 UTC,Test376.java,7316331564902636270,Unsat,,0.014946349s,0.057694997s,34,4,2
2026-05-26 16:42:58.82042789 UTC,Test377.java,14627448092835659387,Unsat,,0.019384108s,0.094222205s,66,12,3
2026-05-26 16:43:04.559596508 UTC,Test378.java,17445208353554870160,Unsat,,0.027932279s,0.193242633s,124,48,5
2026-05-26 16:43:10.379436035 UTC,Test379.java,904232797693440425,Unsat,,0.013326206s,0.031961193s,12,4,2
2026-05-26 16:43:15.649686318 UTC,Test380.java,12003897126139465557,Unsat,,0.020996542s,0.136249155s,107,20,4
2026-05-26 16:43:21.625915727 UTC,Test381.java,4375205797974849837,Unsat,,0.013803324s,0.058908102s,21,4,3
2026-05-26 16:43:26.924210869 UTC,Test382.java,15352987213688572952,Unsat,,0.029012046s,0.114380389s,85,12,2
2026-05-26 16:43:32.662807398 UTC,Test383.java,15876364293897792666,Unsat,,0.020032936s,0.131865165s,85,20,4
2026-05-26 16:43:38.43286249 UTC,Test384.java,17661492626594435769,Unsat,,25.350087962s,25.757095973s,254,82,20
2026-05-26 16:44:09.931791652 UTC,Test385.java,10282679530378854385,Unsat,,0.019678271s,0.102755981s,85,20,8
2026-05-26 16:44:15.262200313 UTC,Test386.java,2207390207074338431,Unknown,timeout,45.55118218s,45.71188367s,69,28,9
2026-05-26 16:45:06.229848261 UTC,Test387.java,9288118421215138858,Unknown,timeout,47.779123312s,48.077815699s,226,60,12
2026-05-26 16:46:00.05922961 UTC,Test388.java,11927957068813771814,Unsat,,0.015123739s,0.067192941s,64,4,4
2026-05-26 16:46:05.319002267 UTC,Test389.java,17550709145682564936,Unsat,,0.013338385s,0.043879345s,26,4,2
2026-05-26 16:46:10.543298772 UTC,Test390.java,16201462666306410386,Unsat,,0.020420965s,0.116811653s,85,20,2
2026-05-26 16:46:16.224992329 UTC,Test391.java,8195312646372137821,Unsat,,4.615039421s,4.809693919s,136,52,13
2026-05-26 16:46:26.702896 UTC,Test392.java,16063722382268846826,Unsat,,0.022907177s,0.155018544s,125,21,2
2026-05-26 16:46:32.486810213 UTC,Test393.java,11468115279592118124,Unsat,,0.023054632s,0.163835856s,121,28,5
2026-05-26 16:46:38.122686093 UTC,Test394.java,14133824622326911550,Unknown,timeout,53.518078487s,53.735625813s,74,12,2
2026-05-26 16:47:37.183694655 UTC,Test395.java,7092920389417371178,Unsat,,0.019386225s,0.195148248s,71,21,2
2026-05-26 16:47:43.07693954 UTC,Test396.java,3665252611601434858,Unsat,,0.013465642s,0.039487703s,23,4,2
2026-05-26 16:47:48.198059317 UTC,Test397.java,3736198646593550084,Unsat,,0.016721625s,0.082415574s,63,12,2
2026-05-26 16:47:53.595549775 UTC,Test398.java,5228140971637322131,Unsat,,0.049247229s,0.496208807s,164,78,18
2026-05-26 16:47:59.727179871 UTC,Test399.java,11656621820758783890,Unsat,,0.079707932s,0.148318616s,57,24,4
2026-05-26 16:48:04.854650878 UTC,Test400.java,11619415962209407875,Unsat,,0.01799478s,0.109904148s,92,12,5
2026-05-26 16:48:10.352385012 UTC,Test401.java,8820119046433017000,Unsat,,0.01139071s,0.071050191s,6,4,2
2026-05-26 16:48:15.634035338 UTC,Test402.java,13768735084910448791,Unsat,,0.015893507s,0.077378653s,59,8,3
2026-05-26 16:48:20.754824011 UTC,Test403.java,6557765481354114365,Unsat,,0.030002066s,0.096559772s,56,8,4
2026-05-26 16:48:25.948307768 UTC,Test404.java,3943482545065915882,Unsat,,0.022374603s,0.100901493s,65,16,2
2026-05-26 16:48:31.521301783 UTC,Test405.java,3260113894771434425,Unsat,,0.045060115s,0.18665218s,123,34,8
2026-05-26 16:48:37.342233194 UTC,Test406.java,13002458468762334140,Unsat,,0.018688698s,0.12992538s,94,32,2
2026-05-26 16:48:43.015252942 UTC,Test407.java,4121859927477392278,Unsat,,0.011757428s,0.036362415s,4,4,2
2026-05-26 16:48:48.206183258 UTC,Test408.java,870604185798604204,Unsat,,0.019569858s,0.226153018s,88,20,2
2026-05-26 16:48:54.170189168 UTC,Test409.java,16616010857193259850,Unsat,,0.018912535s,0.08747718s,79,12,2
